gene,fold.change,p.adjvalue,rank,pvalue
0610005C13Rik,-0.601949626,1.53E-06,-7.61E+00,2.47E-08
0610006L08Rik,0,1,0.00E+00,
0610009E02Rik,-0.002992462,0.985321352,-1.38E-02,0.968720978
0610009L18Rik,-0.055175253,0.758748795,-2.64E-01,0.544455958
0610010K14Rik,-0.092666011,0.533721463,-5.42E-01,0.286851135
0610025J13Rik,-0.021924858,1,-2.55E-01,0.555388186
0610030E20Rik,0.096012759,0.502770759,5.87E-01,0.258805834
0610031O16Rik,0.013658178,1,9.62E-02,0.801395503
0610038B21Rik,-0.02476796,1,-4.67E-01,0.341275311
0610039H22Rik,0,1,0.00E+00,
0610039K10Rik,-0.026452191,0.864500865,-1.48E-01,0.710690598
0610040B10Rik,-0.12270233,0.345962881,-8.62E-01,0.137262772
0610040F04Rik,0.023787665,0.906796284,9.71E-02,0.799601903
0610040J01Rik,0.011037324,0.946750625,5.35E-02,0.884134843
0610042G04Rik,-0.12964954,0.386710163,-7.81E-01,0.165625238
0610043K17Rik,-0.059703217,1,-4.41E-01,0.361853237
1100001I12Rik,0,1,0.00E+00,
1110002E22Rik,0,1,0.00E+00,
1110002J07Rik,0.012792601,1,1.13E-01,0.770716071
1110002L01Rik,0.097676043,0.555469609,5.11E-01,0.30864135
1110002O04Rik,0,1,0.00E+00,
1110004F10Rik,0.099739843,0.477106201,6.29E-01,0.235165128
1110006O24Rik,-0.025965642,0.867298049,-1.45E-01,0.715433217
1110015O18Rik,0,1,0.00E+00,
1110018N20Rik,0.031522637,1,4.31E-01,0.370391359
1110019D14Rik,0.171234937,0.271815275,1.03E+00,0.093493626
1110020A21Rik,-0.021445131,0.91268688,-9.16E-02,0.809879349
1110025L11Rik,0,1,0.00E+00,
1110025M09Rik,-0.117693217,0.401023638,-7.53E-01,0.17672512
1110028F11Rik,0,1,0.00E+00,
1110028F18Rik,0.019502896,1,1.96E-01,0.637054289
1110032F04Rik,-0.224914886,0.155797853,-1.40E+00,0.039632787
1110036E04Rik,0.12081971,0.418903944,7.24E-01,0.188979223
1110038B12Rik,-0.062857757,0.698652677,-3.34E-01,0.463865925
1110038F14Rik,0.029973483,0.882837034,1.27E-01,0.746330417
1110046J04Rik,0.032581465,1,2.27E-01,0.592451088
1110057P08Rik,0,1,0.00E+00,
1110058D11Rik,0,1,0.00E+00,
1110059E24Rik,0.187412623,0.141185416,1.47E+00,0.034078119
1110059G10Rik,-0.021652688,0.913825531,-9.06E-02,0.81165317
1110065P20Rik,-0.122638441,0.442319106,-6.82E-01,0.207979897
1190005I06Rik,0,1,0.00E+00,
1190028D05Rik,0.011431264,1,2.35E-01,0.581892658
1300002E11Rik,0.194388957,0.192084268,1.26E+00,0.054854828
1500002C15Rik,-0.015773067,1,-9.69E-02,0.800032267
1500002F19Rik,-0.047458054,0.770610303,-2.50E-01,0.562117455
1500004A13Rik,-0.022197398,1,-1.31E-01,0.739188445
1500009L16Rik,0.219896897,0.160063531,1.38E+00,0.041271557
1500011B03Rik,-0.115324623,0.479288275,-6.24E-01,0.237541996
1500012K07Rik,0,1,0.00E+00,
1500015A07Rik,0.043446269,0.819969548,1.97E-01,0.635641946
1500015L24Rik,0,1,0.00E+00,
1500026H17Rik,0.018735362,1,1.24E-01,0.750787355
1500035N22Rik,-0.01471511,0.923612616,-8.02E-02,0.831405676
1600002D24Rik,-0.007109198,0.966070856,-3.34E-02,0.925901682
1600010M07Rik,0,1,0.00E+00,
1600012H06Rik,0.267026158,0.039649981,2.26E+00,0.005512463
1600012P17Rik,0.010894243,1,1.13E-01,0.770734422
1600014C10Rik,0.17578109,0.163835932,1.37E+00,0.042715508
1600014C23Rik,0,1,0.00E+00,
1600015H23Rik,0,1,0.00E+00,
1600019K03Rik,0,1,0.00E+00,
1600020E01Rik,0.018489766,0.928655223,7.41E-02,0.843185841
1600023N17Rik,0.007495004,1,4.35E-02,0.904605888
1600025M17Rik,0,1,0.00E+00,
1600027J07Rik,0.033521284,1,3.05E-01,0.495886099
1600029I14Rik,0,1,0.00E+00,
1700001D01Rik,0.019964125,1,1.99E-01,0.633112576
1700001F09Rik,0,1,0.00E+00,
1700001G01Rik,0,1,0.00E+00,
1700001G11Rik,-0.017338366,1,-3.64E-01,0.43277503
1700001G17Rik,0.031748255,1,2.34E-01,0.583446197
1700001J03Rik,0.047201247,1,3.21E-01,0.477479236
1700001J04Rik,0.009322454,1,1.87E-01,0.650603056
1700001K19Rik,-0.102041882,1,-1.17E+00,0.067127015
1700001K23Rik,0.011431264,1,2.35E-01,0.581892658
1700001L05Rik,-0.373001844,0.011508727,-2.99E+00,0.001011941
1700001O22Rik,-0.216262594,0.161107936,-1.38E+00,0.04177994
1700003C15Rik,0,1,0.00E+00,
1700003D09Rik,-1.243345814,3.78E-05,-6.01E+00,9.75E-07
1700003E16Rik,-0.052275335,1,-4.19E-01,0.381198885
1700003E24Rik,0,1,0.00E+00,
1700003F12Rik,-0.135052309,1,-1.70E+00,0.019933239
1700003G18Rik,0.031522637,1,4.31E-01,0.370391359
1700003H04Rik,0,1,0.00E+00,
1700003I22Rik,0,1,0.00E+00,
1700003L19Rik,0,1,0.00E+00,
1700003M07Rik,-0.006616442,1,-5.06E-02,0.889983314
1700003P14Rik,0,1,0.00E+00,
1700006A11Rik,0,1,0.00E+00,
1700006F04Rik,0,1,0.00E+00,
1700006H20Rik,0,1,0.00E+00,
1700006H21Rik,0,1,0.00E+00,
1700006J14Rik,-0.003818732,1,-4.63E-02,0.898907883
1700007F19Rik,0,1,0.00E+00,
1700007J10Rik,-0.264076891,1,-1.88E+00,0.013206216
1700007L15Rik,-0.079665277,0.597031501,-4.55E-01,0.350589149
1700007P06Rik,0,1,0.00E+00,
1700008C04Rik,-0.100349957,0.469328991,-6.40E-01,0.228848528
1700008J07Rik,-0.017615346,0.927440731,-7.57E-02,0.840016981
1700008K24Rik,0,1,0.00E+00,
1700008O03Rik,-0.099857518,0.406175865,-7.44E-01,0.180155001
1700009C05Rik,0,1,0.00E+00,
1700009J07Rik,0,1,0.00E+00,
1700009N14Rik,0,1,0.00E+00,
1700010B08Rik,0.009322454,1,1.87E-01,0.650603056
1700010D01Rik,0,1,0.00E+00,
1700010G06Rik,0.047787296,1,5.40E-01,0.288662963
1700010H22Rik,0,1,0.00E+00,
1700010I02Rik,0,1,0.00E+00,
1700010I14Rik,-0.023673604,0.894701299,-1.12E-01,0.77244481
1700010J16Rik,0,1,0.00E+00,
1700010K23Rik,0,1,0.00E+00,
1700010L04Rik,0,1,0.00E+00,
1700010N08Rik,0,1,0.00E+00,
1700011B04Rik,0,1,0.00E+00,
1700011C11Rik,0,1,0.00E+00,
1700011L22Rik,0.001343367,1,1.48E-02,0.966546389
1700012A03Rik,0,1,0.00E+00,
1700012B07Rik,0,1,0.00E+00,
1700012B09Rik,0,1,0.00E+00,
1700012C14Rik,0,1,0.00E+00,
1700012D01Rik,-0.101210117,1,-1.16E+00,0.06891634
1700012D16Rik,0,1,0.00E+00,
1700012H19Rik,-0.023719946,1,-2.05E-01,0.623325221
1700012I11Rik,0,1,0.00E+00,
1700012J15Rik,0,1,0.00E+00,
1700013D24Rik,0,1,0.00E+00,
1700013G24Rik,0,1,0.00E+00,
1700013H16Rik,0,1,0.00E+00,
1700013N06Rik,0,1,0.00E+00,
1700014L14Rik,0,1,0.00E+00,
1700015C15Rik,0,1,0.00E+00,
1700015I17Rik,0,1,0.00E+00,
1700016A09Rik,-0.225110854,0.131356675,-1.52E+00,0.030518022
1700016B01Rik,0,1,0.00E+00,
1700016C19Rik,0,1,0.00E+00,
1700016G22Rik,-0.822794674,1,-3.24E+00,0.000573958
1700016H13Rik,-0.026987058,1,-2.23E-01,0.598965443
1700016J18Rik,0,1,0.00E+00,
1700016K05Rik,0,1,0.00E+00,
1700016L04Rik,-0.022909118,1,-1.58E-01,0.695243146
1700016L21Rik,0,1,0.00E+00,
1700016P04Rik,0,1,0.00E+00,
1700017B05Rik,-0.189151548,0.176808493,-1.32E+00,0.048216027
1700017G19Rik,0,1,0.00E+00,
1700017J07Rik,0,1,0.00E+00,
1700017L05Rik,0,1,0.00E+00,
1700017M07Rik,0,1,0.00E+00,
1700017N19Rik,0,1,0.00E+00,
1700018A04Rik,0,1,0.00E+00,
1700018A23Rik,-0.164004134,1,-1.40E+00,0.040210412
1700018B08Rik,-0.008680601,1,-7.46E-02,0.84214153
1700018F24Rik,0,1,0.00E+00,
1700018L02Rik,0.003597631,1,1.88E-02,0.957572383
1700019A02Rik,-0.098977648,1,-7.98E-01,0.159199258
1700019C18Rik,0,1,0.00E+00,
1700019D03Rik,-0.078380043,0.620695106,-4.26E-01,0.374862855
1700019E08Rik,0,1,0.00E+00,
1700019F05Rik,-0.031006527,1,-3.64E-01,0.432043515
1700019G24Rik,-0.005191475,1,-9.87E-02,0.7966536
1700019J19Rik,0,1,0.00E+00,
1700019M22Rik,0,1,0.00E+00,
1700019P21Rik,0,1,0.00E+00,
1700020A23Rik,0,1,0.00E+00,
1700020D12Rik,0,1,0.00E+00,
1700020D14Rik,0,1,0.00E+00,
1700020G03Rik,0.011431264,1,2.35E-01,0.581892658
1700020G17Rik,0,1,0.00E+00,
1700020L13Rik,-0.015804543,1,-1.24E-01,0.751192405
1700020L24Rik,-0.025410241,0.884532909,-1.24E-01,0.75201308
1700020M21Rik,0,1,0.00E+00,
1700020N01Rik,0.002668199,1,3.44E-02,0.923875975
1700020N15Rik,0,1,0.00E+00,
1700020N18Rik,0.044595736,1,8.07E-01,0.155987346
1700021F02Rik,0,1,0.00E+00,
1700021G15Rik,0,1,0.00E+00,
1700021L23Rik,0,1,0.00E+00,
1700021N21Rik,0,1,0.00E+00,
1700022A22Rik,0,1,0.00E+00,
1700022E09Rik,0,1,0.00E+00,
1700022H01Rik,0.017784604,1,1.14E-01,0.769310813
1700022H16Rik,0,1,0.00E+00,
1700022N22Rik,0.046721937,1,3.03E-01,0.49760609
1700023A20Rik,-0.070969668,1,-8.77E-01,0.132757374
1700023C21Rik,0,1,0.00E+00,
1700023D09Rik,-0.123009385,1,-1.06E+00,0.086508706
1700023F02Rik,0,1,0.00E+00,
1700023G09Rik,0,1,0.00E+00,
1700024B05Rik,0,1,0.00E+00,
1700024B18Rik,0,1,0.00E+00,
1700024G13Rik,0,1,0.00E+00,
1700024I08Rik,0,1,0.00E+00,
1700024J04Rik,0,1,0.00E+00,
1700024N05Rik,-0.010195306,1,-2.09E-01,0.617510578
1700025B11Rik,0,1,0.00E+00,
1700025C18Rik,0,1,0.00E+00,
1700025D23Rik,0,1,0.00E+00,
1700025F24Rik,0,1,0.00E+00,
1700025G04Rik,0.507298042,0.000717242,4.53E+00,2.97E-05
1700025H01Rik,0.021395485,1,4.17E-01,0.38242748
1700025J12Rik,0,1,0.00E+00,
1700025K04Rik,0,1,0.00E+00,
1700025K24Rik,0,1,0.00E+00,
1700025M24Rik,0,1,0.00E+00,
1700025N21Rik,0.00963669,1,6.15E-02,0.867963749
1700025N23Rik,-0.039909076,1,-4.06E-01,0.392692783
1700025O08Rik,0,1,0.00E+00,
1700026D11Rik,0,1,0.00E+00,
1700026F02Rik,-0.013102404,1,-2.80E-01,0.525011541
1700026J12Rik,0,1,0.00E+00,
1700026J14Rik,0,1,0.00E+00,
1700027F06Rik,0,1,0.00E+00,
1700027F09Rik,-0.013318243,1,-9.02E-02,0.812425895
1700027H10Rik,0,1,0.00E+00,
1700027I24Rik,-0.011462248,1,-1.23E-01,0.752908965
1700027J07Rik,-0.019043937,1,-3.67E-01,0.429343503
1700028D13Rik,0,1,0.00E+00,
1700028E10Rik,0.097501763,1,7.35E-01,0.184132854
1700028I16Rik,-0.010195306,1,-2.09E-01,0.617510578
1700028J19Rik,0.028931358,0.863036438,1.50E-01,0.708548758
1700028K03Rik,-0.010728636,1,-8.96E-02,0.813516663
1700028M03Rik,0,1,0.00E+00,
1700028P15Rik,0,1,0.00E+00,
1700029B22Rik,0,1,0.00E+00,
1700029F12Rik,0.007831447,1,1.16E-01,0.765779922
1700029H14Rik,-0.049032679,1,-5.54E-01,0.279363883
1700029J03Rik,0,1,0.00E+00,
1700029M03Rik,0,1,0.00E+00,
1700029M20Rik,0,1,0.00E+00,
1700029N11Rik,5.64E-06,1,8.27E-05,0.999809693
1700030A11Rik,-0.040437013,1,-7.38E-01,0.182806916
1700030C10Rik,0.061013357,0.729818065,2.97E-01,0.505165008
1700030C12Rik,-0.149528291,1,-1.18E+00,0.065323167
1700030C14Rik,0,1,0.00E+00,
1700030F04Rik,0.015794234,1,2.22E-01,0.600320508
1700030I03Rik,0,1,0.00E+00,
1700030J22Rik,0.212637541,0.153364561,1.41E+00,0.03862942
1700030K09Rik,-0.046669138,0.810649881,-2.07E-01,0.620403379
1700030L20Rik,0,1,0.00E+00,
1700030L22Rik,0,1,0.00E+00,
1700030M09Rik,0,1,0.00E+00,
1700030N03Rik,0,1,0.00E+00,
1700030O20Rik,0,1,0.00E+00,
1700031A10Rik,0.027422455,1,3.84E-01,0.413417002
1700031F05Rik,0,1,0.00E+00,
1700031L13Rik,0,1,0.00E+00,
1700031M16Rik,0,1,0.00E+00,
1700031P21Rik,0.029878373,1,3.55E-01,0.441346208
1700034B16Rik,0,1,0.00E+00,
1700034E13Rik,0,1,0.00E+00,
1700034G24Rik,0,1,0.00E+00,
1700034H15Rik,-0.099793821,0.536591667,-5.38E-01,0.289962721
1700034J05Rik,0,1,0.00E+00,
1700034K08Rik,-0.010195306,1,-2.09E-01,0.617510578
1700034P13Rik,0.043808855,1,3.04E-01,0.496529947
1700036A12Rik,0,1,0.00E+00,
1700036G14Rik,0,1,0.00E+00,
1700037C18Rik,0,1,0.00E+00,
1700037F03Rik,-0.119659156,1,-1.55E+00,0.028471289
1700039E22Rik,0,1,0.00E+00,
1700039I01Rik,0,1,0.00E+00,
1700039M10Rik,0,1,0.00E+00,
1700039O17Rik,0,1,0.00E+00,
1700040D17Rik,-0.00969931,1,-8.41E-02,0.823992411
1700040F15Rik,0,1,0.00E+00,
1700040G22Rik,0,1,0.00E+00,
1700040K01Rik,0,1,0.00E+00,
1700040P09Rik,0,1,0.00E+00,
1700041A01Rik,0,1,0.00E+00,
1700041B01Rik,0,1,0.00E+00,
1700041C23Rik,0,1,0.00E+00,
1700041G16Rik,0.024681972,1,3.44E-01,0.453290712
1700041I07Rik,0.011431264,1,2.35E-01,0.581892658
1700041M19Rik,0,1,0.00E+00,
1700042G15Rik,0,1,0.00E+00,
1700042O10Rik,-0.024423998,0.879934968,-1.31E-01,0.739711413
1700044C05Rik,0,1,0.00E+00,
1700044K03Rik,0,1,0.00E+00,
1700045H11Rik,-0.021880721,1,-1.75E-01,0.668118949
1700046C09Rik,0,1,0.00E+00,
1700047A11Rik,0.004424448,1,6.93E-02,0.852589568
1700047E10Rik,0,1,0.00E+00,
1700047F07Rik,0,1,0.00E+00,
1700047G03Rik,0,1,0.00E+00,
1700047L14Rik,0,1,0.00E+00,
1700047M11Rik,0,1,0.00E+00,
1700048B10Rik,0,1,0.00E+00,
1700048F04Rik,0,1,0.00E+00,
1700048M11Rik,-0.049446152,1,-5.29E-01,0.295674161
1700048O14Rik,0,1,0.00E+00,
1700048O20Rik,-0.013203031,1,-8.81E-02,0.81633786
1700049E15Rik,-0.032648953,1,-6.04E-01,0.248878444
1700049E17Rik1,0,1,0.00E+00,
1700049E17Rik2,-0.014310176,1,-3.07E-01,0.493486811
1700049E22Rik,0,1,0.00E+00,
1700049J03Rik,0.028946729,1,1.98E-01,0.634484459
1700051A21Rik,0,1,0.00E+00,
1700051K13Rik,-0.01482091,1,-1.21E-01,0.756468312
1700052H01Rik,0,1,0.00E+00,
1700052I22Rik,0,1,0.00E+00,
1700052K11Rik,-0.457675397,0.014873959,-2.84E+00,0.001444526
1700054A03Rik,0.100964564,0.526185726,5.53E-01,0.279723907
1700054K19Rik,0,1,0.00E+00,
1700054M17Rik,0.009322454,1,1.87E-01,0.650603056
1700054O19Rik,0,1,0.00E+00,
1700055C04Rik,0,1,0.00E+00,
1700055D16Rik,-0.008758965,0.958127336,-4.14E-02,0.909167056
1700055D18Rik,-0.026398161,0.864863357,-1.48E-01,0.711305569
1700055K11Rik,0,1,0.00E+00,
1700055L01Rik,0,1,0.00E+00,
1700056E22Rik,-0.067387858,0.618949903,-4.29E-01,0.372627542
1700057H15Rik,0,1,0.00E+00,
1700057H21Rik,0,1,0.00E+00,
1700060C16Rik,0,1,0.00E+00,
1700060C20Rik,-0.023511127,1,-3.13E-01,0.486826475
1700060J05Rik,-0.010671484,1,-7.82E-02,0.835224661
1700061F12Rik,0,1,0.00E+00,
1700061I17Rik,0,1,0.00E+00,
1700061J23Rik,0,1,0.00E+00,
1700061N14Rik,-0.009095885,1,-1.84E-01,0.654556506
1700062C10Rik,0,1,0.00E+00,
1700063A18Rik,0,1,0.00E+00,
1700063D05Rik,0,1,0.00E+00,
1700063H04Rik,0,1,0.00E+00,
1700063H06Rik,0,1,0.00E+00,
1700063K16Rik,0.039014015,1,6.07E-01,0.247038933
1700063O14Rik,0,1,0.00E+00,
1700064F23Rik,0,1,0.00E+00,
1700064J06Rik,-0.008680944,1,-1.75E-01,0.6688176
1700064M15Rik,0,1,0.00E+00,
1700065D16Rik,-0.055120388,1,-6.78E-01,0.210001116
1700065J11Rik,0,1,0.00E+00,
1700065J18Rik,0,1,0.00E+00,
1700065L07Rik,0,1,0.00E+00,
1700065O20Rik,-0.078648496,1,-7.28E-01,0.187057509
1700066B17Rik,0,1,0.00E+00,
1700066C05Rik,0,1,0.00E+00,
1700066J03Rik,0,1,0.00E+00,
1700066M21Rik,0.01182341,0.954144775,4.60E-02,0.899476079
1700066N21Rik,0,1,0.00E+00,
1700066O22Rik,-0.056948466,1,-9.48E-01,0.112627292
1700067G17Rik,-0.01865991,1,-1.33E-01,0.736065823
1700067K01Rik,-0.002379457,1,-1.30E-02,0.970449044
1700067P10Rik,0,1,0.00E+00,
1700069L16Rik,-0.009095885,1,-1.84E-01,0.654556506
1700069P05Rik,0,1,0.00E+00,
1700071G01Rik,0,1,0.00E+00,
1700071K01Rik,0,1,0.00E+00,
1700071M16Rik,-0.009095885,1,-1.84E-01,0.654556506
1700072B07Rik,0,1,0.00E+00,
1700072F12Rik,0,1,0.00E+00,
1700072I22Rik,-0.009095885,1,-1.84E-01,0.654556506
1700072O05Rik,0,1,0.00E+00,
1700074H08Rik,0,1,0.00E+00,
1700080F18Rik,0,1,0.00E+00,
1700080G11Rik,0,1,0.00E+00,
1700080N15Rik,0,1,0.00E+00,
1700081B01Rik,0,1,0.00E+00,
1700081H04Rik,0.031522637,1,4.31E-01,0.370391359
1700082M22Rik,0.003283058,1,1.87E-02,0.957817568
1700083H02Rik,0,1,0.00E+00,
1700084D21Rik,0,1,0.00E+00,
1700084E18Rik,-0.084741436,1,-7.03E-01,0.197996015
1700084F23Rik,0,1,0.00E+00,
1700085C21Rik,0,1,0.00E+00,
1700086D15Rik,0,1,0.00E+00,
1700086L19Rik,0.086970485,0.576349313,4.83E-01,0.329061592
1700086O06Rik,-0.027347792,0.892427502,-1.15E-01,0.767982202
1700086P04Rik,0.091493534,1,7.92E-01,0.161258732
1700087M22Rik,-0.009155608,1,-1.49E-01,0.710009387
1700088E04Rik,0.040521528,0.800021145,2.18E-01,0.604805792
1700091H14Rik,0,1,0.00E+00,
1700091J24Rik,0,1,0.00E+00,
1700092C02Rik,0,1,0.00E+00,
1700092C10Rik,0,1,0.00E+00,
1700092E19Rik,0,1,0.00E+00,
1700092K14Rik,0,1,0.00E+00,
1700093K21Rik,-0.001087645,1,-7.39E-03,0.98313916
1700094J05Rik,-0.023679144,1,-1.90E-01,0.646302602
1700094M23Rik,0,1,0.00E+00,
1700094M24Rik,0,1,0.00E+00,
1700095A13Rik,0,1,0.00E+00,
1700095A21Rik,-0.005191475,1,-9.87E-02,0.7966536
1700095B10Rik,0,1,0.00E+00,
1700095J03Rik,0,1,0.00E+00,
1700095J07Rik,-0.021023562,1,-4.02E-01,0.396399789
1700095J12Rik,0,1,0.00E+00,
1700095K22Rik,0,1,0.00E+00,
1700096J18Rik,-0.046717265,1,-3.69E-01,0.427741056
1700096K18Rik,-0.024544964,0.899796324,-1.06E-01,0.783002794
1700096P03Rik,0,1,0.00E+00,
1700097N02Rik,0.0255271,0.894836479,1.12E-01,0.77285863
1700099I09Rik,0.021395485,1,4.17E-01,0.38242748
1700100I10Rik,0,1,0.00E+00,
1700100L14Rik,0,1,0.00E+00,
1700101I11Rik,-0.025085491,1,-3.35E-01,0.462474473
1700101O22Rik,0,1,0.00E+00,
1700102H20Rik,-0.036831046,1,-2.43E-01,0.571332539
1700102J08Rik,0.087905006,0.584142394,4.73E-01,0.336398349
1700102P08Rik,0.001120585,0.994843956,5.01E-03,0.988541338
1700104B16Rik,-0.033223269,1,-4.43E-01,0.360347606
1700104L18Rik,0,1,0.00E+00,
1700105F02Rik,-0.008680944,1,-1.75E-01,0.6688176
1700105P06Rik,-0.048227632,1,-8.21E-01,0.150846101
1700108F19Rik,0.041591543,0.76880965,2.53E-01,0.559039105
1700108I11Rik,0,1,0.00E+00,
1700108J01Rik,0,1,0.00E+00,
1700108N06Rik,0,1,0.00E+00,
1700109G14Rik,-0.009095885,1,-1.84E-01,0.654556506
1700109G15Rik,0,1,0.00E+00,
1700109H08Rik,0.070844455,0.680956249,3.53E-01,0.443786215
1700109I08Rik,0,1,0.00E+00,
1700109K24Rik,-0.06514229,1,-7.75E-01,0.167837203
1700110C19Rik,0,1,0.00E+00,
1700110I01Rik,0,1,0.00E+00,
1700110I07Rik,0,1,0.00E+00,
1700110K17Rik,-0.012414254,0.949984557,-5.01E-02,0.891056944
1700111N16Rik,-0.005191475,1,-9.87E-02,0.7966536
1700112D23Rik,-0.094784343,1,-6.96E-01,0.201331689
1700112H15Rik,0,1,0.00E+00,
1700112J05Rik,0,1,0.00E+00,
1700112J16Rik,-0.249000124,0.112624966,-1.61E+00,0.024301973
1700112M02Rik,0,1,0.00E+00,
1700112N08Rik,0.014356353,1,3.07E-01,0.493493761
1700113A16Rik,-0.058692268,0.739320608,-2.84E-01,0.519547728
1700113B09Rik,0,1,0.00E+00,
1700113H08Rik,-0.012033205,1,-1.49E-01,0.709725073
1700116B05Rik,0,1,0.00E+00,
1700116H05Rik,0,1,0.00E+00,
1700119H24Rik,0.136864975,0.322622736,9.11E-01,0.122611913
1700120B22Rik,0.037419642,1,5.20E-01,0.301738834
1700120C14Rik,-0.03311813,1,-2.08E-01,0.619582419
1700120E14Rik,0.019512425,1,1.80E-01,0.660643572
1700120G07Rik,0,1,0.00E+00,
1700120K04Rik,0.024113248,1,4.99E-01,0.316713672
1700121C08Rik,0,1,0.00E+00,
1700121C10Rik,-0.012439012,1,-1.49E-01,0.710200641
1700121L16Rik,0,1,0.00E+00,
1700121M21Rik,0.009322454,1,1.87E-01,0.650603056
1700121N20Rik,0,1,0.00E+00,
1700122C19Rik,0,1,0.00E+00,
1700122E12Rik,0.072333567,0.614518847,4.34E-01,0.368138031
1700122H20Rik,-0.005191475,1,-9.87E-02,0.7966536
1700122O11Rik,-0.010195306,1,-2.09E-01,0.617510578
1700123J17Rik,0.002733269,1,4.03E-02,0.911366067
1700123K08Rik,0,1,0.00E+00,
1700123M08Rik,-0.028442299,0.880461352,-1.30E-01,0.740567544
1700123O12Rik,-0.021023562,1,-4.02E-01,0.396399789
1700123O20Rik,0.05735525,0.727287536,3.00E-01,0.501563806
1700123O21Rik,0,1,0.00E+00,
1700124L16Rik,0.048525333,1,4.89E-01,0.324192309
1700124M09Rik,0,1,0.00E+00,
1700125G02Rik,0,1,0.00E+00,
1700125G22Rik,-0.043265384,1,-3.92E-01,0.405923101
1700125H03Rik,0,1,0.00E+00,
1700126A01Rik,0,1,0.00E+00,
1700126G02Rik,-0.017338366,1,-3.64E-01,0.43277503
1700126H18Rik,0,1,0.00E+00,
1700127F24Rik,-0.021832393,1,-2.75E-01,0.530484653
1700128A07Rik,0,1,0.00E+00,
1700128E19Rik,-0.047184132,1,-4.07E-01,0.391659532
1700129C05Rik,0,1,0.00E+00,
1810006J02Rik,-0.139699755,0.344309238,-8.65E-01,0.136343007
1810007C17Rik,0,1,0.00E+00,
1810007D17Rik,0,1,0.00E+00,
1810008I18Rik,-0.035489123,0.838581946,-1.78E-01,0.66322314
1810009A15Rik,0,1,0.00E+00,
1810009J06Rik,0,1,0.00E+00,
1810010H24Rik,-0.195670616,0.181344827,-1.30E+00,0.050151189
1810010K12Rik,0,1,0.00E+00,
1810012K16Rik,-0.00427669,1,-2.99E-02,0.933572164
1810013A23Rik,0,1,0.00E+00,
1810013D15Rik,-0.021301919,1,-1.99E-01,0.631740553
1810018F18Rik,0,1,0.00E+00,
1810019D21Rik,0.294672329,0.034518922,2.34E+00,0.004532351
1810019N24Rik,-0.027179437,1,-2.95E-01,0.506496732
1810021B22Rik,-0.096580768,0.531524075,-5.45E-01,0.285152083
1810021M19Rik,0.003408142,1,2.09E-02,0.953117241
1810024B03Rik,0.105046258,0.504994632,5.84E-01,0.260583418
1810030O07Rik,-0.005510909,0.972311309,-2.68E-02,0.940225848
1810034E14Rik,0.041052198,0.837953609,1.79E-01,0.662476513
1810035K13Rik,0,1,0.00E+00,
1810037I17Rik,-0.158053373,0.230617452,-1.14E+00,0.072441238
1810041H14Rik,-0.025518494,0.868657128,-1.44E-01,0.717458706
1810044D09Rik,0.075862009,0.627037104,4.19E-01,0.381441824
1810049I09Rik,0,1,0.00E+00,
1810053B23Rik,0.015670077,1,1.66E-01,0.681660189
1810055G02Rik,0.019675893,0.92338432,8.07E-02,0.830481759
1810062G17Rik,-0.009670759,0.955985547,-4.39E-02,0.903933016
1810062O18Rik,0.09706751,0.525678434,5.54E-01,0.27930784
1810063I02Rik,-0.019043937,1,-3.67E-01,0.429343503
1810064F22Rik,0.020591998,0.894701299,1.12E-01,0.772492726
1810065E05Rik,0.35321178,0.047744992,2.14E+00,0.007232881
1810073O08Rik,-0.000922159,1,-7.51E-03,0.982857704
2010001A14Rik,0.253381811,0.10872922,1.64E+00,0.022875223
2010001M07Rik,0.021395485,1,4.17E-01,0.38242748
2010003K11Rik,-0.147142212,0.351737818,-8.50E-01,0.141195136
2010004M13Rik,0.097183197,0.52776905,5.50E-01,0.281557156
2010009K17Rik,-0.143192488,0.366244086,-8.20E-01,0.151295815
2010010A06Rik,0.114751685,0.39135622,7.71E-01,0.169249849
2010016I18Rik,0.300944118,0.072604946,1.88E+00,0.013061207
2010103J01Rik,0.056024703,0.727444246,2.99E-01,0.501835807
2010106C02Rik,0.033806304,1,2.85E-01,0.519040922
2010106E10Rik,0.143830417,0.36488901,8.24E-01,0.150106458
2010109A12Rik,-0.015320432,1,-1.05E-01,0.785439852
2010109P13Rik,0,1,0.00E+00,
2010110K18Rik,0.050852855,0.718850728,3.08E-01,0.491481219
2010203P06Rik,0.010325767,0.945956843,5.46E-02,0.881857599
2010204K13Rik,-0.29170824,0.086628969,-1.78E+00,0.016488694
2010308F09Rik,0.034305873,1,2.21E-01,0.60147432
2010310C07Rik,-0.324541854,0.063759826,-1.96E+00,0.010932919
2010315B03Rik,0.257744929,0.041103982,2.23E+00,0.005823922
2010320M18Rik,-0.019504955,0.92550481,-7.83E-02,0.834970177
2010320O07Rik,-0.07653316,0.530705424,-5.46E-01,0.284462042
2200002D01Rik,-0.253032929,0.057669745,-2.02E+00,0.009475118
2200002J24Rik,-0.064469205,0.679651533,-3.55E-01,0.442029005
2210011K15Rik,-0.006360307,1,-6.23E-02,0.866416099
2210016L21Rik,-0.049460586,0.76880965,-2.53E-01,0.559105657
2210039B01Rik,0.028653484,0.860584578,1.54E-01,0.701672213
