gene,fold.change,p.adjvalue,rank,pvalue
0610005C13Rik,0.115554632,0.602543888,0.583382165,0.260986375
0610006L08Rik,0,1,0,
0610009E02Rik,-0.023014542,0.933039422,-0.097320973,0.799243341
0610009L18Rik,-0.04454104,0.868043684,-0.188810363,0.647425255
0610010K14Rik,-0.046097718,0.845632554,-0.222378478,0.599268599
0610025J13Rik,0,1,0,
0610030E20Rik,-0.071838842,0.729671838,-0.392793478,0.404768327
0610031O16Rik,-0.178063391,0.427456324,-0.890664689,0.128627939
0610038B21Rik,-0.074899895,1,-0.867133117,0.135789717
0610039H22Rik,0.103889937,0.672388442,0.482377514,0.329323321
0610039K10Rik,-0.155623074,0.506261237,-0.742537107,0.180910133
0610040B10Rik,0.013612768,0.966399369,0.052740172,0.885645311
0610040F04Rik,-0.04714436,0.857661481,-0.204588709,0.624325813
0610040J01Rik,0.260355186,0.30810894,1.143660748,0.071835522
0610042G04Rik,-0.014244455,0.96354151,-0.058030922,0.874921479
0610043K17Rik,-0.11856253,0.626713347,-0.550276335,0.281659021
1100001I12Rik,-0.014620206,1,-0.176686759,0.665753167
1110002E22Rik,0.018969777,1,0.239690382,0.575850327
1110002J07Rik,0.095033356,0.697917889,0.440613019,0.362565921
1110002L01Rik,-0.041509744,0.865329197,-0.192849612,0.641431654
1110002O04Rik,-0.00116914,1,-0.011896564,0.97297893
1110004F10Rik,-0.055915157,0.797932147,-0.292283592,0.510171752
1110006O24Rik,0.007867165,1,0.036170498,0.920088287
1110015O18Rik,0.020414792,1,0.260718738,0.54863216
1110018N20Rik,-0.031064191,1,-0.177908891,0.663882329
1110019D14Rik,0.14498101,0.543580364,0.678583605,0.209612122
1110020A21Rik,0.187063821,0.395875171,0.952339133,0.111599145
1110025L11Rik,0,1,0,
1110025M09Rik,0.025379415,0.928984971,0.102507749,0.789754758
1110028F11Rik,0,1,0,
1110028F18Rik,0,1,0,
1110032F04Rik,0.014255899,0.961636707,0.059959619,0.871044577
1110036E04Rik,0.005027258,1,0.022169264,0.950234373
1110038B12Rik,-0.097757197,0.648399156,-0.516385517,0.304519062
1110038F14Rik,0.064061547,0.773254429,0.327408697,0.470534317
1110046J04Rik,-0.070723215,1,-0.823453367,0.150157363
1110057P08Rik,0,1,0,
1110058D11Rik,0,1,0,
1110059E24Rik,0.074686559,0.724510585,0.400215481,0.397909693
1110059G10Rik,-0.184678984,0.343447338,-1.062034704,0.08668926
1110065P20Rik,0.100070918,0.682478862,0.46438421,0.343254145
1190005I06Rik,0,1,0,
1190028D05Rik,0.028199105,1,0.381126402,0.415789577
1300002E11Rik,-0.008473098,0.977833214,-0.034918678,0.922744195
1500002C15Rik,0.000544624,0.99844008,0.002110728,0.99515166
1500002F19Rik,-0.166126915,0.48665599,-0.778561972,0.166509121
1500004A13Rik,-0.001641347,0.996078339,-0.006028256,0.986215319
1500009L16Rik,0.071567787,1,0.482266973,0.329407154
1500011B03Rik,0.134188174,0.535888754,0.692622842,0.20294444
1500012K07Rik,0.018969777,1,0.239690382,0.575850327
1500015A07Rik,0.190069526,0.417364803,0.910985639,0.122747982
1500015L24Rik,0.028199105,1,0.381126402,0.415789577
1500026H17Rik,0.093230648,1,1.074784186,0.084181336
1500035N22Rik,0.020414792,1,0.260718738,0.54863216
1600002D24Rik,-0.014319636,1,-0.093362683,0.806561183
1600010M07Rik,0.047503981,0.85860757,0.203150999,0.626396037
1600012H06Rik,0.037022151,0.88035146,0.172963921,0.671484634
1600012P17Rik,-0.004698168,1,-0.047226993,0.896959858
1600014C10Rik,-0.217752339,0.226177018,-1.373895448,0.042277038
1600014C23Rik,0,1,0,
1600015H23Rik,0,1,0,
1600019K03Rik,0,1,0,
1600020E01Rik,0.001315389,0.996100995,0.005318361,0.987828697
1600023N17Rik,0.005088892,1,0.031910903,0.929156987
1600025M17Rik,0,1,0,
1600027J07Rik,0,1,0,
1600029I14Rik,0,1,0,
1700001D01Rik,0.026645748,1,0.356167313,0.440385171
1700001F09Rik,0,1,0,
1700001G01Rik,0,1,0,
1700001G11Rik,-0.03081219,1,-0.164019123,0.685458043
1700001G17Rik,0.008257605,1,0.038340225,0.915503006
1700001J03Rik,-0.001432083,0.996100995,-0.005479927,0.987461276
1700001J04Rik,0,1,0,
1700001K19Rik,-0.088696748,1,-0.827943225,0.148612991
1700001K23Rik,-0.02826427,1,-0.182953398,0.656215678
1700001L05Rik,-0.083678799,0.725394528,-0.399133371,0.398902381
1700001O22Rik,0.027445555,1,0.368962618,0.42759969
1700003C15Rik,0,1,0,
1700003D09Rik,0.015033619,1,0.099028997,0.796106194
1700003E16Rik,-0.019724699,1,-0.195064772,0.638168301
1700003E24Rik,0,1,0,
1700003F12Rik,0.034643463,1,0.457295774,0.348902616
1700003G18Rik,0.014584285,1,0.145949796,0.714578926
1700003H04Rik,0.018969777,1,0.239690382,0.575850327
1700003I22Rik,0,1,0,
1700003L19Rik,0,1,0,
1700003M07Rik,0.097462299,0.683197876,0.463534919,0.343926057
1700003P14Rik,0,1,0,
1700006A11Rik,0,1,0,
1700006F04Rik,0,1,0,
1700006H20Rik,0,1,0,
1700006H21Rik,0,1,0,
1700006J14Rik,0.09659029,0.689391254,0.45405412,0.351516633
1700007F19Rik,0,1,0,
1700007J10Rik,-0.05630818,0.813318022,-0.266959254,0.540805059
1700007L15Rik,-0.047586776,0.857911421,-0.204064972,0.625079171
1700007P06Rik,0,1,0,
1700008C04Rik,0,1,0,
1700008J07Rik,-0.05645311,0.828372873,-0.245537156,0.568149782
1700008K24Rik,0,1,0,
1700008O03Rik,0.017224463,1,0.129491497,0.742178729
1700009C05Rik,0,1,0,
1700009J07Rik,0.03873844,1,0.315418494,0.483706035
1700009N14Rik,0,1,0,
1700010B08Rik,0.020414792,1,0.260718738,0.54863216
1700010D01Rik,0,1,0,
1700010G06Rik,-0.075653037,1,-0.711181017,0.194454941
1700010H22Rik,0,1,0,
1700010I02Rik,0,1,0,
1700010I14Rik,0.024686298,0.93129157,0.099220707,0.795754848
1700010J16Rik,0,1,0,
1700010K23Rik,0,1,0,
1700010L04Rik,0,1,0,
1700010N08Rik,0,1,0,
1700011B04Rik,0,1,0,
1700011C11Rik,0,1,0,
1700011L22Rik,-0.010261621,1,-0.059526091,0.871914517
1700012A03Rik,0.026645748,1,0.356167313,0.440385171
1700012B07Rik,-0.009200176,1,-0.046266658,0.898945457
1700012B09Rik,0.002319708,1,0.020726004,0.953397473
1700012C14Rik,0,1,0,
1700012D01Rik,-0.058049939,0.809635989,-0.273866575,0.53227176
1700012D16Rik,0,1,0,
1700012H19Rik,0,1,0,
1700012I11Rik,0.041416241,1,0.40882515,0.390099012
1700012J15Rik,0,1,0,
1700013D24Rik,0,1,0,
1700013G24Rik,0,1,0,
1700013H16Rik,-0.084606584,1,-0.709879906,0.195038386
1700013N06Rik,0,1,0,
1700014L14Rik,0,1,0,
1700015C15Rik,0,1,0,
1700015I17Rik,0,1,0,
1700016A09Rik,-0.024593575,1,-0.322037602,0.476389738
1700016B01Rik,0,1,0,
1700016C19Rik,0,1,0,
1700016G22Rik,-0.035431889,1,-0.216682945,0.607179437
1700016H13Rik,0,1,0,
1700016J18Rik,0,1,0,
1700016K05Rik,0,1,0,
1700016L04Rik,0.013910906,1,0.083092048,0.82586289
1700016L21Rik,0,1,0,
1700016P04Rik,0,1,0,
1700017B05Rik,0.388514299,0.02695944,2.710950014,0.001945584
1700017G19Rik,0,1,0,
1700017J07Rik,0.020414792,1,0.260718738,0.54863216
1700017L05Rik,0,1,0,
1700017M07Rik,0,1,0,
1700017N19Rik,0,1,0,
1700018A04Rik,0,1,0,
1700018A23Rik,-0.005127048,0.985713384,-0.021309216,0.952118019
1700018B08Rik,0.001694154,1,0.017491181,0.960525323
1700018F24Rik,0,1,0,
1700018L02Rik,0.022275127,1,0.1631659,0.686806031
1700019A02Rik,0.055547183,1,0.332119134,0.465458393
1700019C18Rik,0,1,0,
1700019D03Rik,0.074779679,0.758937046,0.349735711,0.446955503
1700019E08Rik,0,1,0,
1700019F05Rik,0,1,0,
1700019G24Rik,0,1,0,
1700019J19Rik,-0.029580418,1,-0.165659164,0.682874407
1700019M22Rik,0,1,0,
1700019P21Rik,0,1,0,
1700020A23Rik,0,1,0,
1700020D12Rik,0,1,0,
1700020D14Rik,0,1,0,
1700020G03Rik,0.018969777,1,0.239690382,0.575850327
1700020G17Rik,0.018969777,1,0.239690382,0.575850327
1700020L13Rik,0.012667605,1,0.073502003,0.844302348
1700020L24Rik,0.053614009,1,0.433135617,0.368862396
1700020M21Rik,0.018969777,1,0.239690382,0.575850327
1700020N01Rik,0,1,0,
1700020N15Rik,0,1,0,
1700020N18Rik,0.012011752,1,0.144116229,0.717602215
1700021F02Rik,0,1,0,
1700021G15Rik,0,1,0,
1700021L23Rik,0,1,0,
1700021N21Rik,-0.022135068,1,-0.28430646,0.519629191
1700022A22Rik,0,1,0,
1700022E09Rik,0,1,0,
1700022H01Rik,-0.083180669,1,-0.557324595,0.277124808
1700022H16Rik,0,1,0,
1700022N22Rik,0.024912836,1,0.119948258,0.758667957
1700023A20Rik,-0.166955858,1,-1.338841756,0.045830885
1700023C21Rik,0,1,0,
1700023D09Rik,-0.08608635,0.727308473,-0.396238971,0.401569786
1700023F02Rik,0,1,0,
1700023G09Rik,0,1,0,
1700024B05Rik,0,1,0,
1700024B18Rik,0,1,0,
1700024G13Rik,0,1,0,
1700024I08Rik,-0.015769463,1,-0.132778565,0.736582565
1700024J04Rik,0,1,0,
1700024N05Rik,0,1,0,
1700025B11Rik,0,1,0,
1700025C18Rik,0,1,0,
1700025D23Rik,0,1,0,
1700025F24Rik,-0.014620206,1,-0.176686759,0.665753167
1700025G04Rik,-0.285589454,0.162113066,-1.605525362,0.024801311
1700025H01Rik,0,1,0,
1700025J12Rik,0,1,0,
1700025K04Rik,0,1,0,
1700025K24Rik,0,1,0,
1700025M24Rik,0,1,0,
1700025N21Rik,-0.117734233,1,-1.008515264,0.098058385
1700025N23Rik,0.026645748,1,0.356167313,0.440385171
1700025O08Rik,0,1,0,
1700026D11Rik,0.069414606,1,0.838194336,0.145146198
1700026F02Rik,0,1,0,
1700026J12Rik,0,1,0,
1700026J14Rik,0,1,0,
1700027F06Rik,0,1,0,
1700027F09Rik,0.110477223,1,1.239647273,0.057590749
1700027H10Rik,0,1,0,
1700027I24Rik,0,1,0,
1700027J07Rik,-0.078736738,0.744324155,-0.373873333,0.422791908
1700028D13Rik,0,1,0,
1700028E10Rik,-0.02461475,0.930361788,-0.10067711,0.79309076
1700028I16Rik,0.040654353,0.861308221,0.198228942,0.63353565
1700028J19Rik,0.145570919,0.498396914,0.759287453,0.174065438
1700028K03Rik,-0.051397537,1,-0.286141101,0.51743869
1700028M03Rik,0,1,0,
1700028P15Rik,0,1,0,
1700029B22Rik,0,1,0,
1700029F12Rik,0,1,0,
1700029H14Rik,-0.071700825,0.752920566,-0.360406868,0.436107075
1700029J03Rik,-0.014620206,1,-0.176686759,0.665753167
1700029M03Rik,-0.04604162,1,-0.585453809,0.259744399
1700029M20Rik,0.073223838,1,0.668080084,0.214743445
1700029N11Rik,0,1,0,
1700030A11Rik,0.029162992,1,0.396836275,0.401017869
1700030C10Rik,0.017022332,0.956904818,0.066353297,0.858315001
1700030C12Rik,0.004703626,1,0.038990119,0.91413404
1700030C14Rik,0,1,0,
1700030F04Rik,0.018969777,1,0.239690382,0.575850327
1700030I03Rik,0,1,0,
1700030J22Rik,0.019328982,0.943163677,0.084803913,0.822613982
1700030K09Rik,0.041894216,0.860420584,0.199560212,0.631596606
1700030L20Rik,0,1,0,
1700030L22Rik,0,1,0,
1700030M09Rik,0,1,0,
1700030N03Rik,-0.022135068,1,-0.28430646,0.519629191
1700030O20Rik,0.11456767,0.606885426,0.57851125,0.263929995
1700031A10Rik,0,1,0,
1700031F05Rik,0,1,0,
1700031L13Rik,0,1,0,
1700031M16Rik,0,1,0,
1700031P21Rik,-0.014620206,1,-0.176686759,0.665753167
1700034B16Rik,0,1,0,
1700034E13Rik,0,1,0,
1700034G24Rik,0,1,0,
1700034H15Rik,0.027714162,0.922232262,0.112232228,0.772267525
1700034J05Rik,0,1,0,
1700034K08Rik,0,1,0,
1700034P13Rik,-0.148816702,0.462765321,-0.822160033,0.1506052
1700036A12Rik,0.020414792,1,0.260718738,0.54863216
1700036G14Rik,0,1,0,
1700037C18Rik,0,1,0,
1700037F03Rik,0.010367963,0.973212884,0.042040461,0.907735958
1700039E22Rik,0,1,0,
1700039I01Rik,0,1,0,
1700039M10Rik,-0.041673421,1,-0.536214973,0.290927669
1700039O17Rik,0,1,0,
1700040D17Rik,-0.003587903,1,-0.027641352,0.938336582
1700040F15Rik,0,1,0,
1700040G22Rik,0,1,0,
1700040K01Rik,0,1,0,
1700040P09Rik,0,1,0,
1700041A01Rik,0.266276652,1,2.190837122,0.006444109
1700041B01Rik,0,1,0,
1700041C23Rik,0,1,0,
1700041G16Rik,0.062645763,0.779631008,0.319648096,0.479018078
1700041I07Rik,0.001694154,1,0.017491181,0.960525323
1700041M19Rik,0,1,0,
1700042G15Rik,0,1,0,
1700042O10Rik,-0.000486409,1,-0.003804975,0.99127699
1700044C05Rik,0,1,0,
1700044K03Rik,0,1,0,
1700045H11Rik,0.012564271,1,0.131848597,0.738161522
1700046C09Rik,0,1,0,
1700047A11Rik,-0.060120573,1,-0.473656795,0.336003039
1700047E10Rik,0,1,0,
1700047F07Rik,0,1,0,
1700047G03Rik,0,1,0,
1700047L14Rik,0,1,0,
1700047M11Rik,0,1,0,
1700048B10Rik,0,1,0,
1700048F04Rik,0,1,0,
1700048M11Rik,-0.003697058,1,-0.020734197,0.953379487
1700048O14Rik,0,1,0,
1700048O20Rik,-0.005593168,0.98615624,-0.020885572,0.953047241
1700049E15Rik,0,1,0,
1700049E17Rik1,0,1,0,
1700049E17Rik2,0,1,0,
1700049E22Rik,0,1,0,
1700049J03Rik,0.474361499,0.099376265,1.918661011,0.012059769
1700051A21Rik,0,1,0,
1700051K13Rik,0.04313317,1,0.241858719,0.572982398
1700052H01Rik,0,1,0,
1700052I22Rik,0,1,0,
1700052K11Rik,0.039381681,0.880960917,0.171728741,0.673397126
1700054A03Rik,0.152457362,1,1.573620543,0.026691898
1700054K19Rik,0,1,0,
1700054M17Rik,0,1,0,
1700054O19Rik,-0.023568005,1,-0.231189647,0.587232864
1700055C04Rik,0,1,0,
1700055D16Rik,0.019309535,0.948687595,0.07702734,0.837476559
1700055D18Rik,-0.475514288,0.112645773,-1.836182936,0.014581999
1700055K11Rik,0,1,0,
1700055L01Rik,0,1,0,
1700056E22Rik,0.056048812,0.829225422,0.243622001,0.570660745
1700057H15Rik,0,1,0,
1700057H21Rik,0,1,0,
1700060C16Rik,0,1,0,
1700060C20Rik,0.003064773,1,0.032059541,0.928839035
1700060J05Rik,0.075839644,1,0.905194855,0.124395636
1700061F12Rik,0.075184596,1,0.89573945,0.12713366
1700061I17Rik,0,1,0,
1700061J23Rik,0,1,0,
1700061N14Rik,0,1,0,
1700062C10Rik,-0.087056134,1,-0.637366078,0.230480359
1700063A18Rik,0,1,0,
1700063D05Rik,-0.020562318,1,-0.145328029,0.715602701
1700063H04Rik,0,1,0,
1700063H06Rik,0,1,0,
1700063K16Rik,0.018969777,1,0.239690382,0.575850327
1700063O14Rik,0,1,0,
1700064F23Rik,0,1,0,
1700064J06Rik,0,1,0,
1700064M15Rik,-0.096661239,0.666903978,-0.491085044,0.322786198
1700065D16Rik,-0.115471599,0.554477915,-0.660170783,0.218690147
1700065J11Rik,0,1,0,
1700065J18Rik,0,1,0,
1700065L07Rik,0,1,0,
1700065O20Rik,0,1,0,
1700066B17Rik,-0.12677729,1,-0.79148842,0.161626132
1700066C05Rik,0,1,0,
1700066J03Rik,0.018969777,1,0.239690382,0.575850327
1700066M21Rik,0.144298733,0.487772752,0.77712967,0.167059174
1700066N21Rik,0,1,0,
1700066O22Rik,0,1,0,
1700067G17Rik,0,1,0,
1700067K01Rik,0.011313415,1,0.061459097,0.868042327
1700067P10Rik,0,1,0,
1700069L16Rik,-0.014620206,1,-0.176686759,0.665753167
1700069P05Rik,0,1,0,
1700071G01Rik,0,1,0,
1700071K01Rik,0,1,0,
1700071M16Rik,-0.004582677,1,-0.030237761,0.932743517
1700072B07Rik,0,1,0,
1700072F12Rik,0,1,0,
1700072I22Rik,0,1,0,
1700072O05Rik,0.036249858,1,0.491102202,0.322773445
1700074H08Rik,0,1,0,
1700080F18Rik,0,1,0,
1700080G11Rik,0.027445555,1,0.368962618,0.42759969
1700080N15Rik,0,1,0,
1700081B01Rik,0,1,0,
1700081H04Rik,0,1,0,
1700082M22Rik,0.043094924,1,0.402247592,0.39605218
1700083H02Rik,0,1,0,
1700084D21Rik,-0.081403753,1,-0.547157381,0.28368908
1700084E18Rik,-0.013498012,1,-0.086522764,0.819364674
1700084F23Rik,0,1,0,
1700085C21Rik,0,1,0,
1700086D15Rik,0,1,0,
1700086L19Rik,0.018969777,1,0.239690382,0.575850327
1700086O06Rik,0.006515075,0.984247462,0.024403799,0.945357777
1700086P04Rik,0.051163465,0.825727814,0.249612868,0.562842822
1700087M22Rik,0.027792903,1,0.306409876,0.493844389
1700088E04Rik,0.059887749,1,0.346661906,0.45013014
1700091H14Rik,0,1,0,
1700091J24Rik,0,1,0,
1700092C02Rik,0,1,0,
1700092C10Rik,0,1,0,
1700092E19Rik,0,1,0,
1700092K14Rik,0,1,0,
1700093K21Rik,0.028199105,1,0.381126402,0.415789577
1700094J05Rik,0.061665945,1,0.425196055,0.375667777
1700094M23Rik,-0.004864869,0.987546221,-0.019735608,0.955574148
1700094M24Rik,0,1,0,
1700095A13Rik,0,1,0,
1700095A21Rik,0,1,0,
1700095B10Rik,0,1,0,
1700095J03Rik,0,1,0,
1700095J07Rik,0,1,0,
1700095J12Rik,0,1,0,
1700095K22Rik,0,1,0,
1700096J18Rik,0,1,0,
1700096K18Rik,-0.00554805,0.985963052,-0.02107351,0.952634904
1700096P03Rik,0,1,0,
1700097N02Rik,-0.054812996,1,-0.300184672,0.500974163
1700099I09Rik,0.040938726,1,0.244698876,0.56924749
1700100I10Rik,0.018969777,1,0.239690382,0.575850327
1700100L14Rik,0,1,0,
1700101I11Rik,-0.018329669,1,-0.145139793,0.715912931
1700101O22Rik,0,1,0,
1700102H20Rik,-0.001440617,1,-0.006354852,0.985473948
1700102J08Rik,0.040218384,1,0.519643447,0.30224321
1700102P08Rik,-0.035182823,0.894836413,-0.148746279,0.709992434
1700104B16Rik,-0.02227288,1,-0.240713426,0.574495424
1700104L18Rik,0,1,0,
1700105F02Rik,0,1,0,
1700105P06Rik,0.018969777,1,0.239690382,0.575850327
1700108F19Rik,-0.10705728,1,-0.688462613,0.204897843
1700108I11Rik,0.020414792,1,0.260718738,0.54863216
1700108J01Rik,0,1,0,
1700108N06Rik,0.042687993,1,0.5662327,0.271498416
1700109G14Rik,-0.022135068,1,-0.28430646,0.519629191
1700109G15Rik,0,1,0,
1700109H08Rik,-0.036292862,0.882028184,-0.168906317,0.677787699
1700109I08Rik,0,1,0,
1700109K24Rik,0,1,0,
1700110C19Rik,-0.101753322,0.667468054,-0.490171624,0.323465805
1700110I01Rik,0,1,0,
1700110I07Rik,0,1,0,
1700110K17Rik,-0.031601331,1,-0.166205491,0.682015915
1700111N16Rik,0.020414792,1,0.260718738,0.54863216
1700112D23Rik,0.018969777,1,0.239690382,0.575850327
1700112H15Rik,0.040218384,1,0.519643447,0.30224321
1700112J05Rik,0,1,0,
1700112J16Rik,0.10490424,1,1.183708437,0.065507581
1700112M02Rik,0,1,0,
1700112N08Rik,0,1,0,
1700113A16Rik,0.06321817,0.806656919,0.278335491,0.526822736
1700113B09Rik,0,1,0,
1700113H08Rik,-0.204014638,0.407667234,-0.927682566,0.118118367
1700116B05Rik,0,1,0,
1700116H05Rik,0,1,0,
1700119H24Rik,0,1,0,
1700120B22Rik,-0.020996946,1,-0.171302673,0.674058093
1700120C14Rik,-0.096189317,0.680231437,-0.467894549,0.340490854
1700120E14Rik,0,1,0,
1700120G07Rik,0,1,0,
1700120K04Rik,0,1,0,
1700121C08Rik,0,1,0,
1700121C10Rik,-0.074945489,1,-0.526541483,0.29748051
1700121L16Rik,0,1,0,
1700121M21Rik,0,1,0,
1700121N20Rik,0,1,0,
1700122C19Rik,0,1,0,
1700122E12Rik,-0.012615945,0.968448633,-0.048690467,0.893942393
1700122H20Rik,0,1,0,
1700122O11Rik,0,1,0,
1700123J17Rik,0.020414792,1,0.260718738,0.54863216
1700123K08Rik,0,1,0,
1700123M08Rik,0.051538773,0.839778246,0.228973815,0.590236666
1700123O12Rik,0.002562268,1,0.026760477,0.940241732
1700123O20Rik,-0.043541797,0.854463087,-0.210429925,0.615984913
1700123O21Rik,0,1,0,
1700124L16Rik,-0.316405778,0.169552961,-1.574587004,0.026632565
1700124M09Rik,0,1,0,
1700125G02Rik,0,1,0,
1700125G22Rik,-0.004698168,1,-0.047226993,0.896959858
1700125H03Rik,0,1,0,
1700126A01Rik,0,1,0,
1700126G02Rik,0.04619556,1,0.437325856,0.365320585
1700126H18Rik,0,1,0,
1700127F24Rik,-0.062209174,1,-0.41616026,0.383565679
1700128A07Rik,0,1,0,
1700128E19Rik,0,1,0,
1700129C05Rik,0,1,0,
1810006J02Rik,-1.043358987,0.000766687,-4.671620397,2.13E-05
1810007C17Rik,0,1,0,
1810007D17Rik,0,1,0,
1810008I18Rik,0.022275127,1,0.1631659,0.686806031
1810009A15Rik,0,1,0,
1810009J06Rik,0,1,0,
1810010H24Rik,0.108821452,0.657001609,0.504552039,0.312930548
1810010K12Rik,0,1,0,
1810012K16Rik,0,1,0,
1810013A23Rik,0,1,0,
1810013D15Rik,0,1,0,
1810018F18Rik,0,1,0,
1810019D21Rik,-7.79E-05,0.999677395,-0.000304258,0.999299665
1810019N24Rik,-0.276579225,1,-1.935122707,0.011611205
1810021B22Rik,-0.055730475,0.830849817,-0.241913104,0.57291065
1810021M19Rik,0,1,0,
1810024B03Rik,-0.204596348,0.402745135,-0.938122949,0.115312676
1810030O07Rik,-0.044882683,0.846197352,-0.220936095,0.601262205
1810034E14Rik,0.285709535,0.243006237,1.323559004,0.047472379
1810035K13Rik,0,1,0,
1810037I17Rik,-0.142864587,0.441334379,-0.866287626,0.136054332
1810041H14Rik,-0.609684734,0.058318368,-2.261056532,0.005482056
1810044D09Rik,-0.023661496,0.93129157,-0.099021794,0.796119399
1810049I09Rik,0,1,0,
1810053B23Rik,0,1,0,
1810055G02Rik,-0.075452713,0.743069569,-0.375746584,0.420972199
1810062G17Rik,0.018829373,0.951013216,0.074497654,0.842368942
1810062O18Rik,-0.181957511,0.443930153,-0.861144637,0.137675088
1810063I02Rik,0,1,0,
1810064F22Rik,-0.035622869,1,-0.343720259,0.453189398
1810065E05Rik,-0.083909328,0.717806655,-0.409989534,0.389054521
1810073O08Rik,-0.022621412,0.938617399,-0.089852254,0.813107086
2010001A14Rik,0.043347875,0.869276259,0.186952989,0.650200069
2010001M07Rik,0,1,0,
2010003K11Rik,-0.009670614,1,-0.043278602,0.905151755
2010004M13Rik,0.021687763,0.938884721,0.08955192,0.813669581
2010009K17Rik,-0.110477873,0.601201104,-0.585871036,0.259494982
2010010A06Rik,-0.047358524,1,-0.452557375,0.352730184
2010016I18Rik,-0.335118583,0.129324885,-1.747410634,0.017889136
2010103J01Rik,0,1,0,
2010106C02Rik,0,1,0,
2010106E10Rik,0.190417592,0.312864051,1.13107234,0.073948209
2010109A12Rik,-0.009321168,0.977220237,-0.036541065,0.919303545
2010109P13Rik,0,1,0,
2010110K18Rik,0.110009056,1,0.668907126,0.214334891
2010203P06Rik,0.027445555,1,0.368962618,0.42759969
2010204K13Rik,-0.062170266,0.797260485,-0.293283615,0.508998362
2010308F09Rik,-0.152062695,1,-1.535803275,0.029120359
2010310C07Rik,-0.069162421,1,-0.3688557,0.427704973
2010315B03Rik,0.073270735,0.741704135,0.377289432,0.419479332
2010320M18Rik,-0.087922104,0.722999399,-0.402612671,0.395719388
2010320O07Rik,0.031431471,1,0.230943476,0.58756582
2200002D01Rik,0.126187694,0.584864092,0.607384675,0.246953579
2200002J24Rik,0,1,0,
2210011K15Rik,0,1,0,
2210016L21Rik,-0.135425506,0.483424642,-0.784141777,0.1643835
2210039B01Rik,0,1,0,
2210404E10Rik,0,1,0,
2210406O10Rik,-0.042926618,1,-0.227550597,0.592174092
2210408F21Rik,0.04095202,0.880591942,0.172214423,0.672644472
2210408I21Rik,0.244194809,0.30048723,1.162195787,0.068834191
2210409D07Rik,0,1,0,
2210414B05Rik,0.104552761,0.665094932,0.49393697,0.320673469
2210416O15Rik,0,1,0,
2210417A02Rik,0.028199105,1,0.381126402,0.415789577
2210418O10Rik,0.012011752,1,0.144116229,0.717602215
2210420H20Rik,0,1,0,
2300002M23Rik,0,1,0,
2300003K06Rik,0,1,0,
2300009A05Rik,-0.02412969,0.929995916,-0.10177032,0.791096896
2310001H17Rik,-0.043639698,0.859349598,-0.201446703,0.628859023
2310001K24Rik,0,1,0,
2310002D06Rik,0.028199105,1,0.381126402,0.415789577
2310002F09Rik,-0.022135068,1,-0.28430646,0.519629191
2310002L09Rik,0,1,0,
2310003N18Rik,0,1,0,
2310005A03Rik,0,1,0,
2310005E17Rik,0,1,0,
2310008N11Rik,0.018969777,1,0.239690382,0.575850327
2310009B15Rik,-0.024078251,0.930472185,-0.100158963,0.794037543
2310010J17Rik,-0.090903864,0.703179915,-0.432010634,0.369819124
2310011J03Rik,0.051760367,0.821528665,0.254813625,0.556142872
2310015A10Rik,-0.093184348,0.649641893,-0.514635604,0.305748543
2310015A16Rik,0,1,0,
2310015D24Rik,0,1,0,
2310015K22Rik,0,1,0,
2310016D03Rik,0,1,0,
2310016D23Rik,-0.186251308,0.443972458,-0.860884489,0.137757582
2310016G11Rik,0.023861804,1,0.176715373,0.665709304
2310020H05Rik,0,1,0,
2310022A10Rik,0.172299838,0.355045093,1.03815729,0.091588872
2310022B05Rik,0.052863381,0.821408537,0.255406014,0.555384795
2310026I22Rik,0.012968119,1,0.095090877,0.803358001
2310030A07Rik,0.026645748,1,0.356167313,0.440385171
2310030G06Rik,2.206558142,0.002212091,4.105130343,7.85E-05
2310033P09Rik,-0.153803915,0.419584577,-0.906579281,0.123999724
2310034C09Rik,0,1,0,
2310034G01Rik,0.053085485,1,0.427158557,0.373974029
2310034O05Rik,-0.06256763,1,-0.767552888,0.170783973
2310039H08Rik,-0.107558283,0.645834671,-0.519288781,0.302490137
2310039L15Rik,-0.005973214,1,-0.062064077,0.866833971
2310040G24Rik,0.11027671,0.646092723,0.518988272,0.302699517
2310043L19Rik,-0.033501595,1,-0.442778328,0.360762736
2310043M15Rik,-0.003397817,1,-0.018024423,0.959346681
2310043O21Rik,-0.032501719,1,-0.431242453,0.37047384
2310047D07Rik,-0.17172535,0.47019797,-0.807368171,0.155823096
2310047K21Rik,-0.046229666,0.85309677,-0.213128358,0.612169435
2310057J18Rik,2.915446883,0.001232215,4.41453927,3.85E-05
2310057M21Rik,0.072788342,0.749630614,0.366370314,0.430159666
2310057N15Rik,0,1,0,
2310058D17Rik,0.01909933,0.946704044,0.079426698,0.832862489
2310058N22Rik,0,1,0,
2310061I04Rik,-0.01314554,0.964812598,-0.055644264,0.879742831
2310061N02Rik,0,1,0,
2310065F04Rik,-0.041673421,1,-0.536214973,0.290927669
2310067E19Rik,0,1,0,
2310068J16Rik,-0.011587269,1,-0.09061266,0.811684664
2310069B03Rik,-0.025612408,1,-0.338023356,0.459173318
2310069G16Rik,0,1,0,
2310075C17Rik,0,1,0,
2310075K07Rik,-0.03426533,0.899262409,-0.141824294,0.721399282
2310079G19Rik,0,1,0,
